romdasSpikes,calcSpikesY,calcSpikesX,calcSpikesZ,iri,meanY,sdY,meanX,sdX,meanZ,sdZ,romLog,iroadLog,speed,gpsSpeed
1521,28,0,45,4.31,0.081706301,0.062603518,1.33E-07,1.50E-07,0.076126922,0.087637765,3.182129214,1.447158031,40.46794,26.51785177
1305,12,0,61,4.06,0.039452414,0.03450393,1.60E-07,1.85E-07,0.069450021,0.110736197,3.115610512,1.079181246,18.98224,112.5918627
1181,6,0,33,4.38,0.036014777,0.043616126,1.57E-07,2.30E-07,0.04720017,0.063399347,3.072249898,0.77815125,13.42999,1013.71106
1532,17,11,0,4.32,0.052792755,0.040212324,53.0806039,52.64816877,5.66E-09,5.20E-09,3.185258765,1.230448921,24.02801,9.579420617
1764,60,45,0,4.59,0.063698573,0.056210752,68.25580761,63.22378719,7.27E-09,7.88E-09,3.246498581,1.77815125,11.08426,22.18638481
1423,16,17,0,4.2,0.049304453,0.046675838,72.37826179,77.35424075,7.28E-09,7.32E-09,3.1532049,1.204119983,31.18089,185.2283799
1743,26,17,0,4.57,0.062306627,0.053987412,66.5166107,79.46354209,4.28E-09,4.01E-09,3.241297387,1.414973348,30.11839,171.6009916
2322,22,20,0,5.24,0.066169558,0.062011248,73.21154379,78.64428106,1.09E-08,1.13E-08,3.365862215,1.342422681,30.3452,13.31452718
2134,25,11,0,5.02,0.060806468,0.043376014,56.63917041,58.61159753,5.75E-09,6.35E-09,3.329194415,1.397940009,26.55559,12.48290571
1993,33,13,0,4.86,0.086550977,0.064709632,64.99523155,64.47766034,5.93E-09,6.50E-09,3.299507299,1.51851394,34.0943,9.433849554
2489,50,36,0,5.43,0.08361106,0.070143719,111.3913725,141.8759885,9.70E-09,1.05E-08,3.396024897,1.698970004,21.11654,7.741295064
1548,64,22,0,4.34,0.092131394,0.065093828,73.71461802,64.26153556,7.34E-09,7.99E-09,3.189770956,1.806179974,24.7121,8.803863806
2174,113,101,0,5.07,0.063937258,0.051222807,76.94601797,81.2322257,8.08E-09,8.78E-09,3.33725954,2.053078443,6.199611,233.4984932
1771,39,18,0,4.59,0.056024605,0.045342379,55.18014203,51.54895125,5.73E-09,6.26E-09,3.248218561,1.591064607,14.40256,32.82946975
2488,20,22,0,5.46,0.046823305,0.044203924,66.25920178,65.71733886,7.88E-09,8.45E-09,3.395850376,1.301029996,16.47298,99.60536812
2274,50,55,0,5.18,0.057321799,0.05345926,93.19764906,96.05248235,9.28E-09,7.91E-09,3.35679046,1.698970004,12.58612,150.3008245
1988,19,44,0,4.85,0.046257871,0.038848081,116.5797882,125.4510639,8.24E-09,7.32E-09,3.29841638,1.278753601,23.89014,215.7512224
2151,35,52,0,5.04,0.059049963,0.05204726,108.9947821,103.9693417,1.09E-08,1.04E-08,3.33264041,1.544068044,17.3621,28.21087852
1897,21,45,0,4.75,0.05202846,0.043832275,98.81422592,82.87931214,9.15E-09,8.65E-09,3.278067331,1.322219295,24.13591,3.74042067
2108,56,57,0,4.99,0.071925012,0.06368641,97.33224823,98.98152562,7.95E-09,7.29E-09,3.323870607,1.748188027,15.46033,24.19940621
1895,35,55,0,4.75,0.060808601,0.05300925,105.3939679,106.8755007,9.71E-09,9.86E-09,3.277609214,1.544068044,17.12383,16.06333837
1257,14,17,0,4.01,0.05640187,0.046065992,74.81513389,85.5708582,9.01E-09,1.10E-08,3.099335278,1.146128036,30.34855,6.378503617
909,26,31,0,4.87,0.052908289,0.056189904,92.66018906,101.0763687,8.78E-09,9.70E-09,2.958563883,1.414973348,11.21398,27.2506582
1347,14,0,46,4.11,0.058591456,0.051430043,6.66E-08,6.29E-08,0.071126345,0.079205045,3.129367596,1.146128036,35.22168,22.72523014
1369,15,0,37,4.14,0.051736383,0.036948084,9.45E-08,1.16E-07,0.044100092,0.045978297,3.136403448,1.176091259,28.61575,21.63717612
1215,25,0,89,3.96,0.035737696,0.035010161,1.04E-07,1.13E-07,0.036966919,0.044634992,3.084576278,1.397940009,8.385858,219.0364275
1329,20,0,45,4.09,0.054957513,0.042538504,1.29E-07,1.55E-07,0.051544987,0.057962753,3.123524981,1.301029996,27.85367,158.001409
1032,11,0,35,3.74,0.048784663,0.03916219,8.53E-08,8.44E-08,0.066501435,0.086252538,3.013679697,1.041392685,38.20947,24.16830152
1006,16,0,30,3.71,0.063134353,0.052546731,8.36E-08,7.62E-08,0.04386772,0.040381992,3.002597981,1.204119983,38.01355,23.27524881
810,12,0,54,3.48,0.050204739,0.03844441,7.98E-08,6.61E-08,0.110659862,0.099713717,2.908485019,1.079181246,41.89366,23.36670738
862,4,0,21,3.56,0.041912616,0.032359714,7.14E-08,6.73E-08,0.040752148,0.032827386,2.935507266,0.602059991,39.63743,37.03168132
1692,19,0,63,4.5,0.055423018,0.049329607,7.87E-08,9.31E-08,0.084790979,0.104212843,3.228400359,1.278753601,29.53077,17.76094429
1148,20,0,50,3.88,0.058670316,0.045196175,8.10E-08,9.31E-08,0.093802198,0.092400064,3.059941888,1.301029996,40.49696,27.01116305
1009,9,0,37,3.72,0.047930852,0.035290444,9.32E-08,9.06E-08,0.067443949,0.07321744,3.003891166,0.954242509,39.5358,24.10790677
1386,18,0,43,4.16,0.059501121,0.04999146,7.29E-08,9.42E-08,0.058266569,0.054417526,3.14176323,1.255272505,39.25485,26.21611116
823,14,0,46,3.5,0.05822214,0.044256375,1.14E-07,1.16E-07,0.079458621,0.074574436,2.915399835,1.146128036,45.25796,26.78352084
1121,11,0,23,3.84,0.054468091,0.040666758,1.03E-07,1.16E-07,0.040579096,0.031173004,3.049605613,1.041392685,37.78958,22.29002364
1223,17,0,41,3.96,0.062387242,0.049439477,7.57E-08,6.70E-08,0.061239645,0.055852973,3.087426457,1.230448921,38.63221,22.03712721
1562,12,0,40,4.36,0.054562973,0.039433516,7.44E-08,8.46E-08,0.059837352,0.06232643,3.19368103,1.079181246,33.03251,21.21086696
1783,16,0,118,4.62,0.033532093,0.033633713,9.22E-08,1.08E-07,0.050653095,0.078472415,3.251151343,1.204119983,9.960961,102.5988358
1518,27,0,124,4.31,0.037053954,0.034941813,9.59E-08,1.21E-07,0.044487832,0.053561811,3.181271772,1.431363764,8.128428,187.3456736
1104,21,0,53,3.83,0.068448716,0.047244075,1.01E-07,9.67E-08,0.110750924,0.097814893,3.042969073,1.322219295,45.99335,24.88013795
893,11,0,38,3.58,0.060069866,0.041058854,6.93E-08,8.52E-08,0.085896909,0.088028931,2.950851459,1.041392685,48.25224,30.22934794
838,12,0,28,3.52,0.048670606,0.038372141,9.40E-08,8.33E-08,0.056860541,0.062706752,2.923244019,1.079181246,48.23333,29.06939453
812,14,0,35,3.49,0.057952623,0.040291335,8.49E-08,9.49E-08,0.066588481,0.063686213,2.909556029,1.146128036,48.17287,27.12356679
1060,21,0,35,3.78,0.061644884,0.04254347,7.73E-08,7.11E-08,0.048418953,0.060131565,3.025305865,1.322219295,35.06251,28.66097786
1832,21,0,229,4.67,0.04358242,0.030524418,9.08E-08,8.99E-08,0.081131479,0.08785424,3.262925469,1.322219295,6.113185,62.0857967
1708,24,0,70,4.52,0.06168607,0.046350752,2.08E-07,2.22E-07,0.134987975,0.236009293,3.232487866,1.380211242,26.91272,6.479554272
1328,13,0,30,4.08,0.055319664,0.05280886,6.66E-08,6.89E-08,0.052959617,0.05594116,3.123198075,1.113943352,37.70802,8.011925138
1142,31,0,56,3.87,0.086506735,0.077543096,7.20E-08,8.75E-08,0.105076403,0.088166502,3.057666104,1.491361694,42.73398,13.81828698
1335,12,0,48,4.1,0.053382519,0.038900157,8.65E-08,9.46E-08,0.086175835,0.102295335,3.125481266,1.079181246,42.3899,17.02019407
1299,24,0,36,4.05,0.081154385,0.073828059,8.76E-08,1.17E-07,0.078714924,0.074372399,3.113609151,1.380211242,37.20877,50.9708486
1386,10,0,44,4.16,0.048223153,0.038270609,1.27E-07,1.50E-07,0.077461902,0.148178786,3.14176323,1,29.40447,16.15427935
1523,9,0,44,4.31,0.047221502,0.038196603,7.36E-08,7.96E-08,0.046787503,0.040286497,3.182699903,0.954242509,29.55217,6.651424127
1023,13,0,56,3.74,0.049655181,0.041746874,9.27E-08,9.69E-08,0.111272826,0.099757462,3.009875634,1.113943352,41.97192,6.740438859
1304,13,0,37,4.06,0.052008445,0.045309672,1.05E-07,1.23E-07,0.056499361,0.068553419,3.115277591,1.113943352,40.30518,8.038981283
978,18,0,26,3.68,0.070518606,0.06547441,1.18E-07,1.17E-07,0.059389507,0.073215817,2.990338855,1.255272505,40.1344,15.18876073
926,8,0,52,3.63,0.052670007,0.04098308,1.44E-07,1.25E-07,0.160608817,0.179820722,2.966610987,0.903089987,44.87711,18.8352319
1317,8,0,30,4.07,0.04305113,0.033062636,8.18E-08,8.15E-08,0.039935238,0.039543575,3.119585775,0.903089987,35.67577,15.30797621
836,9,0,51,3.52,0.052868374,0.038673996,9.72E-08,1.06E-07,0.099227439,0.10577598,2.922206277,0.954242509,41.31345,14.18448315
953,14,0,44,3.65,0.053012265,0.039762126,1.58E-07,1.72E-07,0.102216262,0.155682511,2.979092901,1.146128036,38.5698,11.78622729
1316,17,0,48,4.07,0.048814688,0.037810362,1.27E-07,1.33E-07,0.048488811,0.057754975,3.119255889,1.230448921,22.04456,18.78553271
982,7,0,23,3.68,0.036506292,0.033140607,5.78E-08,6.43E-08,0.042524701,0.044603684,2.992111488,0.84509804,36.76661,6.412047974
801,6,0,50,3.48,0.037768986,0.032831509,6.15E-08,6.34E-08,0.095967509,0.087657205,2.903632516,0.77815125,45.43133,8.380278432
817,16,0,47,3.49,0.058967929,0.056792051,1.24E-07,1.15E-07,0.131613756,0.116797573,2.912222057,1.204119983,47.68567,11.24891788
872,6,0,20,3.56,0.043428855,0.033542526,1.18E-07,1.11E-07,0.052368248,0.070468686,2.940516485,0.77815125,37.17897,7.952923155
3188,2,0,44,6.25,0.033495866,0.01881596,5.90E-08,9.85E-08,0.017656921,0.022342007,3.503518313,0.301029996,3.400342,5.608117609
1648,0,0,8,4.45,0.036675625,0.019196723,3.61E-08,3.23E-08,0.021365927,0.031714695,3.216957207,0,33.31063,0.153067962
1332,1,0,12,4.09,0.023426695,0.01999098,4.33E-08,5.05E-08,0.027378322,0.03577742,3.124504225,0,36.10129,0.426639189
967,20,0,37,3.67,0.057684845,0.044466576,9.20E-08,9.71E-08,0.056336511,0.056101249,2.985426474,1.301029996,29.40292,34.47413855
1228,13,0,31,3.97,0.060346379,0.042535405,1.03E-07,1.04E-07,0.046326865,0.04373393,3.089198367,1.113943352,39.15831,15.5701887
1373,6,0,40,4.14,0.04548076,0.03207414,7.85E-08,8.12E-08,0.067437428,0.072702703,3.137670537,0.77815125,37.39027,14.33913413
1612,9,0,44,4.41,0.047345458,0.03615642,1.32E-07,1.78E-07,0.056777209,0.052115076,3.207365037,0.954242509,35.93545,14.4089459
1202,15,0,26,3.94,0.056974796,0.04567528,9.90E-08,9.52E-08,0.047574671,0.057577073,3.079904468,1.176091259,37.94617,12.81520649
1017,17,0,30,3.73,0.07093421,0.062788782,6.54E-08,7.92E-08,0.068457583,0.078163286,3.007320953,1.230448921,41.07781,1285.847452
1417,14,0,37,4.18,0.056047021,0.041278137,5.58E-08,5.58E-08,0.049458983,0.050084908,3.15136985,1.146128036,36.92304,9.119703678
1559,18,0,39,4.37,0.065505358,0.068716277,1.03E-07,1.18E-07,0.062652539,0.069576869,3.192846115,1.255272505,41.52422,13.34566767
2220,27,0,81,5.12,0.054928533,0.04269463,8.62E-08,9.20E-08,0.080880359,0.106317398,3.346352974,1.431363764,18.8611,21.02890412
1206,23,0,58,3.94,0.072438216,0.057655396,1.33E-07,1.39E-07,0.10047083,0.131310046,3.081347308,1.361727836,35.44742,14.76311323
1018,9,0,22,3.73,0.062549035,0.051853833,5.88E-08,6.80E-08,0.078235965,0.088598059,3.007747778,0.954242509,49.93873,13.27026563
853,21,0,34,3.54,0.074893321,0.053341994,1.85E-07,2.13E-07,0.059461729,0.047388138,2.930949031,1.322219295,50.02078,13.222326
992,2,0,17,3.69,0.02655622,0.027547613,2.44E-07,2.96E-07,0.03355735,0.026916936,2.996511672,0.301029996,49.08694,31.07195391
1589,14,0,23,4.4,0.068055525,0.065225565,1.20E-07,1.13E-07,0.052872683,0.057703592,3.201123897,1.146128036,51.06514,7.12793552
1232,16,0,22,3.99,0.06987446,0.063063544,7.52E-08,7.44E-08,0.046029607,0.054351779,3.090610708,1.204119983,48.64575,5.267322404
1043,22,0,32,3.76,0.069784447,0.05169099,6.51E-08,6.45E-08,0.044595909,0.041768077,3.018284308,1.342422681,40.84334,5.94715541
1856,31,0,75,4.7,0.070438873,0.062086633,9.06E-08,1.11E-07,0.088929809,0.086184904,3.268577972,1.491361694,23.62199,7.012342016
1816,26,0,54,4.65,0.070481855,0.062833183,7.67E-08,9.64E-08,0.094417909,0.12311405,3.259115844,1.414973348,32.49092,7.077637961
1604,11,0,33,4.4,0.056752601,0.039281623,7.23E-08,7.84E-08,0.062068339,0.075641654,3.205204364,1.041392685,41.58253,8.93541917
1849,8,0,22,4.69,0.059141252,0.043221145,1.59E-07,1.75E-07,0.044567177,0.035875688,3.266936911,0.903089987,47.18459,79.93056581
1489,20,0,37,4.28,0.073239276,0.057712411,8.00E-08,8.72E-08,0.071468233,0.088147838,3.172894698,1.301029996,48.91761,3.844263424
1694,26,0,52,4.51,0.084454664,0.066394643,8.23E-08,8.64E-08,0.122023552,0.12073424,3.228913406,1.414973348,47.88267,7.214342586
2965,68,0,95,5.99,0.094257734,0.069341767,1.13E-07,1.57E-07,0.120805741,0.146132026,3.472024698,1.832508913,19.77567,18.54899324
1316,34,0,63,4.07,0.091591833,0.082230833,5.70E-08,6.07E-08,0.11224707,0.095728047,3.119255889,1.531478917,35.48707,14.31088999
1069,36,0,47,3.79,0.123543236,0.113239729,9.30E-08,9.92E-08,0.131544971,0.132506708,3.028977705,1.556302501,45.3019,18.25263631
1003,29,0,41,3.71,0.08805044,0.06847866,1.98E-07,2.23E-07,0.082917576,0.09000436,3.001300933,1.462397998,47.78216,53.85641781
1149,13,0,22,3.88,0.049734278,0.047457194,1.61E-07,1.58E-07,0.03574509,0.036712379,3.060320029,1.113943352,35.92078,80.27768211
2070,29,0,54,4.95,0.072895171,0.056944073,7.93E-08,7.89E-08,0.07086863,0.066976712,3.315970345,1.462397998,32.64444,6.248150695
1178,10,0,20,3.91,0.063164368,0.048501397,8.24E-08,1.04E-07,0.063884948,0.07503745,3.07114529,1,45.76004,25.0151561
1687,30,0,81,4.5,0.055738934,0.044054243,1.35E-07,1.73E-07,0.072855966,0.101606817,3.227115083,1.477121255,17.75902,7.608996717
1262,24,0,33,4.01,0.082722035,0.071718069,7.84E-08,7.52E-08,0.058094967,0.04802602,3.101059355,1.380211242,37.85509,8.561967561
2091,26,0,40,4.97,0.080558143,0.054831342,1.24E-07,1.12E-07,0.084465773,0.10972386,3.320354033,1.414973348,43.07951,66.59704432
1716,6,0,17,4.53,0.039849216,0.035753158,2.17E-07,2.69E-07,0.032246419,0.0325342,3.234517284,0.77815125,44.99424,93.0791752
2461,117,0,206,5.4,0.076609176,0.069775403,1.32E-07,1.56E-07,0.092794527,0.122269221,3.391111614,2.068185862,7.649356,22.14795144
2674,0,0,0,6.53,0.015922467,0.009473288,1.54E-07,1.15E-07,0.009908628,0.007182774,3.427161403,0,17.36202,52.80574678
1295,11,37,0,4.05,0.042278052,0.033659534,104.3048786,110.4727153,9.94E-09,1.06E-08,3.112269768,1.041392685,22.07994,6.777787948
1314,19,4,0,4.07,0.061093938,0.058463239,48.84860639,50.20660157,4.94E-09,4.56E-09,3.118595365,1.278753601,35.67532,11.32494326
1295,18,7,0,4.05,0.067559847,0.048484601,50.18455675,50.14911829,5.70E-09,6.28E-09,3.112269768,1.255272505,40.35595,12.90744834
1014,13,13,0,3.72,0.051035681,0.038518165,79.63923246,64.74969733,5.69E-09,5.00E-09,3.006037955,1.113943352,41.85402,10.1148672
1154,19,29,0,3.88,0.0703344,0.057143746,129.6353014,120.2810406,1.08E-08,9.86E-09,3.062205809,1.278753601,40.35998,6.410848605
1057,30,35,0,3.77,0.054603824,0.04741875,88.80867974,102.6149332,9.32E-09,1.01E-08,3.024074987,1.477121255,20.80455,5.767480419
1356,26,41,0,4.12,0.049251123,0.050021075,90.72129551,88.74870821,8.36E-09,8.64E-09,3.13225969,1.414973348,17.51955,20.76208273
1150,17,12,0,3.88,0.05377631,0.044997362,62.94887481,70.82132023,5.74E-09,5.97E-09,3.06069784,1.230448921,25.70104,8.614695962
1447,14,7,0,4.23,0.051500714,0.0445237,53.77210666,48.33172738,7.26E-09,7.28E-09,3.160468531,1.146128036,24.27906,10.26931956
1275,13,7,0,4.02,0.046482116,0.034157066,53.14386053,41.91972197,5.37E-09,5.35E-09,3.105510185,1.113943352,28.16526,11.19663968
1329,11,0,0,4.09,0.052666143,0.042066344,38.17315518,30.53208707,3.74E-09,3.59E-09,3.123524981,1.041392685,36.2402,13.17039265
1251,15,9,0,4,0.059003511,0.046632706,59.12282364,50.33275173,6.01E-09,4.44E-09,3.09725731,1.176091259,28.34254,13.30105115
1829,18,8,0,4.67,0.048967899,0.04999436,43.42205194,41.17327249,4.43E-09,4.35E-09,3.262213705,1.255272505,21.3794,8.465688728
1439,14,12,0,4.22,0.040932623,0.034000178,46.7564112,50.52132325,4.42E-09,4.76E-09,3.158060794,1.146128036,21.78545,8.0028355
1142,58,35,0,3.87,0.058814949,0.052222835,72.21332996,70.40717839,5.55E-09,5.44E-09,3.057666104,1.763427994,12.60472,81.18571532
966,7,26,0,3.67,0.040917056,0.032332896,83.60784665,82.15675889,8.53E-09,8.73E-09,2.984977126,0.84509804,28.71226,9.727522345
1063,14,46,0,3.78,0.046449742,0.037093155,117.1226993,116.3297709,1.21E-08,1.27E-08,3.026533265,1.146128036,21.28893,57.69233338
1065,24,12,0,3.78,0.060558728,0.049068329,59.03701012,73.66016719,7.15E-09,7.82E-09,3.027349608,1.380211242,31.93832,5.775882503
1673,21,4,0,4.48,0.065855722,0.051240083,44.20595646,37.90819401,6.15E-09,5.68E-09,3.223495941,1.322219295,31.50548,4.978079655
1678,25,15,0,4.49,0.061307338,0.050947466,63.78588083,71.60764109,7.11E-09,6.70E-09,3.224791956,1.397940009,29.99907,8.228988053
1385,11,13,0,4.15,0.04763904,0.035176092,61.21991538,61.03283338,6.60E-09,6.69E-09,3.141449773,1.041392685,30.87736,11.42242806
1579,23,7,0,4.38,0.066900136,0.043576209,51.89520822,53.51205698,5.22E-09,5.17E-09,3.19838213,1.361727836,30.2019,16.22351901
1296,14,6,0,4.05,0.047279505,0.037244635,43.46811808,41.89518321,3.47E-09,3.88E-09,3.112605002,1.146128036,27.5933,13.96376324
1458,9,10,0,4.24,0.048168912,0.03276626,53.68759355,62.68834394,5.85E-09,5.79E-09,3.163757524,0.954242509,30.90397,16.35975245
1239,3,14,0,3.98,0.042423638,0.032627259,78.895217,88.34117878,5.36E-09,5.04E-09,3.093071306,0.477121255,31.28631,17.83186847
