romdasSpikes,calcSpikes,iri,meanY,sdY,meanX,sdX,meanZ,sdZ,romLog,iroadLog,,,
1374,23,4.14,9.801155822,0.056717073,-3.99E-19,0.056717073,-0.001077218,0.056717073,3.137986733,1.361727836,,,
1380,26,4.15,9.796002394,0.078726871,8.42E-20,0.078726871,0.005978579,0.078726871,3.139879086,1.414973348,,,
1380,30,4.15,9.802171843,0.081437748,3.63E-10,0.081437748,-3.04E-10,0.081437748,3.139879086,1.477121255,,,
1380,11,4.15,9.799671651,0.051402527,-1.55E-19,0.051402527,0.007009128,0.051402527,3.139879086,1.041392685,,,
1383,26,4.15,9.798388292,0.124656054,1.04E-19,0.124656054,-0.001252579,0.124656054,3.14082218,1.414973348,,,
1385,21,4.15,9.797634087,0.05917126,-2.35E-10,0.05917126,-4.44E-10,0.05917126,3.141449773,1.322219295,,,
1386,26,4.16,9.799700203,0.077713832,-2.79E-19,0.077713832,0.006135853,0.077713832,3.14176323,1.414973348,,,
1386,18,4.16,9.796464433,0.061462279,9.56E-19,0.061462279,-0.001930896,0.061462279,3.14176323,1.255272505,,,
1395,27,4.16,9.800278403,0.069965314,-9.06E-10,0.069965314,-1.21E-10,0.069965314,3.144574208,1.431363764,,,
1397,24,4.17,9.796819492,0.104111883,6.98E-19,0.104111883,0.000688429,0.104111883,3.145196406,1.380211242,,,
1403,24,4.17,9.799530932,0.075716794,9.04E-19,0.075716794,-0.00139512,0.075716794,3.147057671,1.380211242,,,
1411,20,4.19,9.799699014,0.114982303,-1.52E-18,0.114982303,-0.006109732,0.114982303,3.149527014,1.301029996,,,
1417,23,4.18,9.798941616,0.069599087,1.97E-19,0.069599087,0.00101594,0.069599087,3.15136985,1.361727836,,,
1423,20,4.2,9.801472389,0.067877795,-3.77E-10,0.067877795,-6.07E-11,0.067877795,3.1532049,1.301029996,,,
1424,36,4.2,9.801036548,0.056591987,2.85E-19,0.056591987,-0.000812889,0.056591987,3.153509989,1.556302501,,,
1432,54,4.21,9.800704084,0.063303296,-3.63E-10,0.063303296,1.41E-09,0.063303296,3.155943018,1.73239376,,,
1439,17,4.22,9.800882183,0.05320445,8.86E-11,0.05320445,-1.21E-10,0.05320445,3.158060794,1.230448921,,,
1447,27,4.23,9.803144173,0.068005864,-2.02E-10,0.068005864,1.38E-11,0.068005864,3.160468531,1.431363764,,,
1458,14,4.24,9.800505365,0.058254756,-6.10E-10,0.058254756,2.15E-10,0.058254756,3.163757524,1.146128036,,,
1461,34,4.24,9.803053438,0.077005618,2.34E-10,0.077005618,7.47E-10,0.077005618,3.164650216,1.531478917,,,
1475,23,4.26,9.801123678,0.071118026,6.09E-19,0.071118026,0.001794267,0.071118026,3.16879202,1.361727836,,,
1475,19,4.26,9.801213061,0.054207301,2.71E-19,0.054207301,-0.000364758,0.054207301,3.16879202,1.278753601,,,
1489,28,4.28,9.796790475,0.093190198,4.20E-19,0.093190198,0.012028631,0.093190198,3.172894698,1.447158031,,,
1496,15,4.28,9.801345424,0.048529768,1.54E-19,0.048529768,-0.003201977,0.048529768,3.174931594,1.176091259,,,
1502,26,4.29,9.797465681,0.072598469,-1.14E-10,0.072598469,-3.68E-11,0.072598469,3.176669933,1.414973348,,,
1503,37,4.3,9.796421463,0.107146534,5.76E-12,0.107146534,1.39E-10,0.107146534,3.176958981,1.568201724,,,
1518,41,4.31,9.799636265,0.050929299,-2.85E-19,0.050929299,-0.001726624,0.050929299,3.181271772,1.612783857,,,
1521,29,4.31,9.798856179,0.065552414,3.01E-19,0.065552414,-0.000371853,0.065552414,3.182129214,1.462397998,,,
1521,37,4.31,9.802638468,0.102898779,5.46E-19,0.102898779,0.009736536,0.102898779,3.182129214,1.568201724,,,
1523,19,4.31,9.800725327,0.060731579,1.76E-19,0.060731579,0.003264518,0.060731579,3.182699903,1.278753601,,,
1525,22,4.31,9.802104274,0.085879752,-6.89E-19,0.085879752,-0.002355256,0.085879752,3.183269844,1.342422681,,,
1532,29,4.32,9.799771222,0.066363044,-1.95E-10,0.066363044,3.75E-11,0.066363044,3.185258765,1.462397998,,,
1536,44,4.33,9.796651848,0.088635909,-1.82E-19,0.088635909,-0.000619003,0.088635909,3.186391216,1.643452676,,,
1545,69,4.34,9.799535911,0.058807997,3.42E-10,0.058807997,9.94E-11,0.058807997,3.188928484,1.838849091,,,
1546,26,4.34,9.797795296,0.101882377,3.89E-19,0.101882377,0.004389424,0.101882377,3.18920949,1.414973348,,,
1548,79,4.34,9.799111801,0.112803419,2.72E-10,0.112803419,-3.18E-10,0.112803419,3.189770956,1.897627091,,,
1556,39,4.35,9.799070849,0.086228602,7.58E-19,0.086228602,0.010791401,0.086228602,3.192009593,1.591064607,,,
1559,21,4.37,9.800656067,0.094933915,1.52E-18,0.094933915,0.002225601,0.094933915,3.192846115,1.322219295,,,
1560,39,4.37,9.797150899,0.103540856,-8.31E-19,0.103540856,-0.001590112,0.103540856,3.193124598,1.591064607,,,
1562,18,4.36,9.797726392,0.06728262,-3.22E-19,0.06728262,-0.004319852,0.06728262,3.19368103,1.255272505,,,
1566,26,4.36,9.799558682,0.056932506,2.05E-19,0.056932506,-0.002347897,0.056932506,3.194791758,1.414973348,,,
1572,24,4.37,9.803268553,0.084234358,5.93E-19,0.084234358,-0.00357371,0.084234358,3.196452542,1.380211242,,,
1576,36,4.38,9.798642117,0.081901232,-4.78E-19,0.081901232,0.000809988,0.081901232,3.197556213,1.556302501,,,
1578,24,4.37,9.802293393,0.091084522,-1.14E-19,0.091084522,-0.007490007,0.091084522,3.198106999,1.380211242,,,
1579,38,4.38,9.801950272,0.079816731,-9.75E-11,0.079816731,3.99E-10,0.079816731,3.19838213,1.579783597,,,
1586,14,4.39,9.798626014,0.058047232,1.55E-10,0.058047232,-3.04E-10,0.058047232,3.200303183,1.146128036,,,
1589,22,4.4,9.79788763,0.094241534,-5.14E-19,0.094241534,0.000137455,0.094241534,3.201123897,1.342422681,,,
1590,31,4.39,9.796547309,0.105620783,2.37E-19,0.105620783,0.007204489,0.105620783,3.201397124,1.491361694,,,
1590,33,4.39,9.802167628,0.096046279,-9.22E-19,0.096046279,-0.003716038,0.096046279,3.201397124,1.51851394,,,
1595,35,4.4,9.798865904,0.096955849,3.56E-19,0.096955849,-0.005897783,0.096955849,3.202760687,1.544068044,,,
1597,28,4.4,9.795599711,0.095076453,-3.83E-19,0.095076453,0.003041629,0.095076453,3.203304916,1.447158031,,,
1597,34,4.4,9.802049436,0.087165016,-4.87E-19,0.087165016,0.000785183,0.087165016,3.203304916,1.531478917,,,
1603,36,4.4,9.797802374,0.124609611,1.01E-18,0.124609611,0.003279728,0.124609611,3.204933522,1.556302501,,,
1604,18,4.4,9.804093529,0.06889954,5.06E-19,0.06889954,-0.000568088,0.06889954,3.205204364,1.255272505,,,
1606,124,4.41,9.799226509,0.082955282,-1.16E-20,0.082955282,-0.001243692,0.082955282,3.205745541,2.093421685,,,
1606,17,4.41,9.801872364,0.071354237,-3.45E-19,0.071354237,0.000436687,0.071354237,3.205745541,1.230448921,,,
1612,16,4.41,9.798570116,0.059555307,1.95E-18,0.059555307,0.00333348,0.059555307,3.207365037,1.204119983,,,
1614,33,4.42,9.806113628,0.102395231,-3.56E-19,0.102395231,-0.009951612,0.102395231,3.20790353,1.51851394,,,
1615,39,4.42,9.80109876,0.102530853,6.47E-10,0.102530853,5.61E-10,0.102530853,3.208172527,1.591064607,,,
1617,31,4.42,9.79993703,0.110382029,2.27E-19,0.110382029,0.009506357,0.110382029,3.20871002,1.491361694,,,
1623,47,4.43,9.799052555,0.096993896,2.08E-18,0.096993896,0.001339792,0.096993896,3.21031852,1.672097858,,,
1636,14,4.44,9.808289434,0.08652455,3.92E-19,0.08652455,-0.006602418,0.08652455,3.213783299,1.146128036,,,
1646,32,4.46,9.792625856,0.088987061,-9.67E-19,0.088987061,0.003557937,0.088987061,3.216429831,1.505149978,,,
1648,0,4.45,9.800326321,0.041394554,9.24E-20,0.041394554,0.002560333,0.041394554,3.216957207,0,,,
1668,28,4.48,9.804586024,0.071736155,-4.05E-20,0.071736155,-0.003040452,0.071736155,3.222196046,1.447158031,,,
1673,23,4.49,9.79857114,0.067446436,8.67E-20,0.067446436,-0.001849529,0.067446436,3.223495941,1.361727836,,,
1673,33,4.48,9.800805507,0.083437842,-1.10E-10,0.083437842,-5.39E-10,0.083437842,3.223495941,1.51851394,,,
1678,32,4.49,9.80261507,0.079670543,-7.02E-10,0.079670543,3.10E-10,0.079670543,3.224791956,1.505149978,,,
1687,42,4.5,9.801403959,0.071032626,-7.12E-19,0.071032626,-0.001632158,0.071032626,3.227115083,1.62324929,,,
1690,29,4.51,9.802588074,0.099691299,1.59E-18,0.099691299,0.009504891,0.099691299,3.227886705,1.462397998,,,
1692,25,4.5,9.800292014,0.074195928,3.34E-20,0.074195928,-0.001095942,0.074195928,3.228400359,1.397940009,,,
1693,30,4.51,9.800337104,0.048497497,-2.37E-19,0.048497497,0.000811165,0.048497497,3.228656958,1.477121255,,,
1694,34,4.51,9.801864017,0.071422028,-1.53E-09,0.071422028,9.98E-10,0.071422028,3.228913406,1.531478917,,,
1694,34,4.51,9.798013133,0.107409921,-4.68E-19,0.107409921,-0.004412415,0.107409921,3.228913406,1.531478917,,,
1708,23,4.53,9.793628232,0.090142722,1.28E-18,0.090142722,0.006143358,0.090142722,3.232487866,1.361727836,,,
1708,33,4.52,9.80036592,0.07715847,-5.01E-19,0.07715847,-0.004124361,0.07715847,3.232487866,1.51851394,,,
1715,269,4.54,9.79975701,0.100402496,1.45E-19,0.100402496,0.000897649,0.100402496,3.234264124,2.42975228,,,
1715,51,4.54,9.801509073,0.08042376,4.10E-20,0.08042376,-0.00244,0.08042376,3.234264124,1.707570176,,,
1716,11,4.53,9.79895261,0.053527108,-1.69E-18,0.053527108,-0.006184542,0.053527108,3.234517284,1.041392685,,,
1723,30,4.54,9.801697008,0.078064728,-1.24E-18,0.078064728,0.005996646,0.078064728,3.236285277,1.477121255,,,
1725,35,4.55,9.799755423,0.073052594,1.04E-18,0.073052594,0.000255378,0.073052594,3.236789099,1.544068044,,,
1743,38,4.57,9.800765161,0.082438892,-4.88E-10,0.082438892,3.98E-10,0.082438892,3.241297387,1.579783597,,,
1744,43,4.57,9.801799975,0.145860434,-9.20E-20,0.145860434,-0.001308974,0.145860434,3.241546481,1.633468456,,,
1746,44,4.57,9.800871819,0.049523318,-4.94E-19,0.049523318,-0.000533006,0.049523318,3.242044239,1.643452676,,,
1751,32,4.58,9.800066299,0.071828859,2.83E-19,0.071828859,-0.006747529,0.071828859,3.243286146,1.505149978,,,
1764,86,4.59,9.79784204,0.084926439,2.91E-11,0.084926439,5.62E-11,0.084926439,3.246498581,1.934498451,,,
1771,55,4.59,9.799267026,0.072070455,-1.87E-10,0.072070455,2.52E-10,0.072070455,3.248218561,1.740362689,,,
1772,46,4.6,9.799533281,0.065122565,-2.26E-20,0.065122565,0.000686361,0.065122565,3.248463718,1.662757832,,,
1783,27,4.62,9.799715614,0.0474926,8.91E-20,0.0474926,0.001632854,0.0474926,3.251151343,1.431363764,,,
1797,43,4.62,9.798150166,0.117553232,3.06E-19,0.117553232,0.008122221,0.117553232,3.254548077,1.633468456,,,
1803,38,4.64,9.800556451,0.050517084,-1.56E-18,0.050517084,0.00214655,0.050517084,3.255995727,1.579783597,,,
1812,21,4.64,9.797363561,0.068405294,1.12E-19,0.068405294,0.006991638,0.068405294,3.258158193,1.322219295,,,
1815,32,4.65,9.800147691,0.128054164,-3.23E-19,0.128054164,0.012659361,0.128054164,3.258876629,1.505149978,,,
1816,36,4.65,9.800935248,0.094418357,1.75E-19,0.094418357,-7.45E-05,0.094418357,3.259115844,1.556302501,,,
1818,38,4.65,9.79997317,0.061198056,5.02E-19,0.061198056,0.001586824,0.061198056,3.259593879,1.579783597,,,
1819,32,4.65,9.799289301,0.113480997,-1.83E-19,0.113480997,0.000246554,0.113480997,3.259832699,1.505149978,,,
1822,35,4.66,9.797896463,0.142716868,9.74E-19,0.142716868,0.005462282,0.142716868,3.260548373,1.544068044,,,
1829,32,4.67,9.799981176,0.053283831,2.98E-20,0.053283831,-0.000656867,0.053283831,3.262213705,1.505149978,,,
1829,23,4.67,9.798575929,0.069966157,-2.23E-10,0.069966157,2.05E-10,0.069966157,3.262213705,1.361727836,,,
1832,46,4.67,9.800072966,0.053208665,-6.18E-19,0.053208665,-9.78E-05,0.053208665,3.262925469,1.662757832,,,
1840,41,4.68,9.803485958,0.102524691,-6.37E-19,0.102524691,-0.008184642,0.102524691,3.264817823,1.612783857,,,
1841,24,4.68,9.804521686,0.08768783,-2.27E-19,0.08768783,-0.005921278,0.08768783,3.265053789,1.380211242,,,
1844,4,6.88,9.789375316,0.098442077,-2.32E-10,0.098442077,-4.93E-10,0.098442077,3.265760917,0.602059991,,,
1847,38,4.69,9.800880766,0.10590624,3.39E-19,0.10590624,0.003517075,0.10590624,3.266466895,1.579783597,,,
1849,21,4.69,9.801047063,0.073243831,1.47E-19,0.073243831,-0.006669527,0.073243831,3.266936911,1.322219295,,,
1856,47,4.7,9.802466757,0.093863199,4.94E-19,0.093863199,0.004860565,0.093863199,3.268577972,1.672097858,,,
1859,45,4.7,9.795215211,0.09864052,4.84E-19,0.09864052,-0.001994095,0.09864052,3.26927939,1.653212514,,,
1890,133,4.74,9.800811992,0.090732238,-2.13E-10,0.090732238,3.74E-10,0.090732238,3.276461804,2.123851641,,,
1895,50,4.75,9.799953449,0.080670096,-1.81E-10,0.080670096,-7.78E-10,0.080670096,3.277609214,1.698970004,,,
1897,31,4.75,9.799949862,0.06803107,9.25E-10,0.06803107,-6.16E-10,0.06803107,3.278067331,1.491361694,,,
1916,33,4.76,9.801567115,0.100979107,-3.61E-19,0.100979107,0.003277073,0.100979107,3.282395505,1.51851394,,,
1955,32,4.81,9.797508363,0.092194679,-6.09E-19,0.092194679,-0.000205411,0.092194679,3.291146762,1.505149978,,,
1963,42,4.82,9.796288291,0.100165557,3.91E-19,0.100165557,0.001820326,0.100165557,3.2929203,1.62324929,,,
1987,41,4.85,9.787955879,0.198618256,-2.23E-18,0.198618256,0.004477264,0.198618256,3.298197867,1.612783857,,,
1988,26,4.85,9.801296181,0.060392747,3.98E-10,0.060392747,7.61E-10,0.060392747,3.29841638,1.414973348,,,
1993,55,4.86,9.798323483,0.108053678,-4.71E-10,0.108053678,1.76E-10,0.108053678,3.299507299,1.740362689,,,
2023,48,4.89,9.795942918,0.110268627,8.01E-19,0.110268627,0.00837963,0.110268627,3.305995883,1.681241237,,,
2070,44,4.95,9.79779211,0.092474097,-5.80E-19,0.092474097,-0.003449729,0.092474097,3.315970345,1.643452676,,,
2082,51,4.96,9.80165565,0.108078459,-3.97E-19,0.108078459,-0.00082618,0.108078459,3.318480725,1.707570176,,,
2091,33,4.97,9.80031923,0.097447363,5.47E-19,0.097447363,0.006163215,0.097447363,3.320354033,1.51851394,,,
2094,42,4.97,9.799559063,0.060077534,1.15E-19,0.060077534,-0.000623451,0.060077534,3.320976677,1.62324929,,,
2108,76,4.99,9.79858893,0.096058185,-4.32E-10,0.096058185,5.27E-10,0.096058185,3.323870607,1.880813592,,,
2112,54,5,9.801591463,0.103966223,-1.29E-19,0.103966223,0.002408502,0.103966223,3.324693914,1.73239376,,,
2134,41,5.02,9.797809517,0.074659942,3.86E-10,0.074659942,-4.14E-10,0.074659942,3.329194415,1.612783857,,,
2137,52,5.02,9.801433675,0.096290744,1.09E-18,0.096290744,-0.008183427,0.096290744,3.329804522,1.716003344,,,
2151,56,5.04,9.801835112,0.078692108,-3.41E-10,0.078692108,-3.09E-10,0.078692108,3.33264041,1.748188027,,,
2174,164,5.07,9.798262528,0.081906838,6.15E-10,0.081906838,2.34E-10,0.081906838,3.33725954,2.214843848,,,
2177,41,5.07,9.801367688,0.087889827,1.71E-19,0.087889827,0.004993398,0.087889827,3.337858429,1.612783857,,,
2180,56,5.07,9.800692,0.101445012,-1.77E-18,0.101445012,-0.002834518,0.101445012,3.338456494,1.748188027,,,
2191,53,5.09,9.799582921,0.067551546,-2.02E-19,0.067551546,-0.001676332,0.067551546,3.340642378,1.72427587,,,
2216,52,5.12,9.801800438,0.089258986,2.35E-19,0.089258986,0.000657715,0.089258986,3.345569756,1.716003344,,,
2220,44,5.12,9.799560474,0.069568541,-2.70E-19,0.069568541,-0.005235187,0.069568541,3.346352974,1.643452676,,,
2261,28,5.17,9.799715787,0.080811285,-1.70E-20,0.080811285,-0.002637232,0.080811285,3.354300562,1.447158031,,,
2265,64,5.17,9.799532719,0.069824124,3.15E-19,0.069824124,0.00104149,0.069824124,3.355068206,1.806179974,,,
2270,44,5.18,9.800572571,0.082107756,-5.95E-20,0.082107756,-0.003503201,0.082107756,3.356025857,1.643452676,,,
2271,61,5.18,9.800964774,0.117292707,-2.82E-19,0.117292707,-0.002723099,0.117292707,3.356217134,1.785329835,,,
2274,70,5.18,9.799162762,0.078377166,-4.43E-11,0.078377166,2.85E-10,0.078377166,3.35679046,1.84509804,,,
2290,138,5.2,9.798812576,0.060015888,1.73E-19,0.060015888,0.001793732,0.060015888,3.359835482,2.139879086,,,
2306,47,5.22,9.801058596,0.141924834,-1.52E-18,0.141924834,0.005748913,0.141924834,3.362859303,1.672097858,,,
2307,33,5.22,9.793450147,0.083584926,1.66E-18,0.083584926,0.004014297,0.083584926,3.363047595,1.51851394,,,
2322,33,5.24,9.800703679,0.090682469,6.88E-10,0.090682469,-6.77E-10,0.090682469,3.365862215,1.51851394,,,
2347,49,5.27,9.798711486,0.110500698,9.84E-19,0.110500698,0.004481894,0.110500698,3.37051309,1.69019608,,,
2378,44,5.31,9.802553609,0.074852829,-3.86E-10,0.074852829,-6.26E-12,0.074852829,3.37621185,1.643452676,,,
2402,36,5.32,9.800065483,0.110077484,1.50E-19,0.110077484,-0.001220095,0.110077484,3.380573003,1.556302501,,,
2420,186,5.35,9.799683652,0.082337515,-6.84E-11,0.082337515,2.52E-10,0.082337515,3.383815366,2.269512944,,,
2428,60,5.36,9.80095589,0.11882655,-2.35E-19,0.11882655,-0.000637784,0.11882655,3.385248682,1.77815125,,,
2444,115,5.38,9.801688194,0.092587884,5.84E-10,0.092587884,2.66E-12,0.092587884,3.388101202,2.06069784,,,
2452,48,5.39,9.804836288,0.102545534,7.94E-19,0.102545534,0.003530159,0.102545534,3.389520466,1.681241237,,,
2461,166,5.4,9.799616048,0.103621548,-4.50E-19,0.103621548,0.001096699,0.103621548,3.391111614,2.220108088,,,
2483,49,5.42,9.802416302,0.144534924,-1.30E-18,0.144534924,0.000144848,0.144534924,3.39497672,1.69019608,,,
2488,30,5.46,9.799764973,0.064392185,-3.36E-10,0.064392185,-2.38E-10,0.064392185,3.395850376,1.477121255,,,
2489,76,5.43,9.78961864,0.108642432,-5.55E-10,0.108642432,1.17E-09,0.108642432,3.396024897,1.880813592,,,
2544,64,5.5,9.799420823,0.090515456,6.23E-11,0.090515456,3.67E-11,0.090515456,3.405517107,1.806179974,,,
2547,306,5.5,9.80004384,0.052206611,4.88E-21,0.052206611,0.000855635,0.052206611,3.406028945,2.485721426,,,
2590,52,5.55,9.801801858,0.113252949,-4.11E-20,0.113252949,-0.001510275,0.113252949,3.413299764,1.716003344,,,
2642,66,5.6,9.800037643,0.108616631,-1.74E-19,0.108616631,-0.002356008,0.108616631,3.421932813,1.819543936,,,
2673,74,5.65,9.798461859,0.077386834,-2.71E-10,0.077386834,-1.61E-10,0.077386834,3.426998959,1.86923172,,,
2674,0,6.53,9.801032629,0.018498697,5.86E-19,0.018498697,-0.00100525,0.018498697,3.427161403,0,,,
2689,40,5.67,9.803630347,0.107738195,3.83E-19,0.107738195,-0.003017835,0.107738195,3.429590802,1.602059991,,,
2743,303,5.73,9.798856467,0.079207049,-7.10E-22,0.079207049,0.000599214,0.079207049,3.438225808,2.481442629,,,
2744,59,5.73,9.799883903,0.046656205,2.14E-19,0.046656205,4.67E-05,0.046656205,3.438384107,1.770852012,,,
2767,71,5.76,9.800204693,0.112632065,-1.10E-18,0.112632065,-0.00039782,0.112632065,3.442009159,1.851258349,,,
2824,53,5.82,9.798850783,0.144818632,-2.33E-19,0.144818632,-0.011894464,0.144818632,3.450864692,1.72427587,,,
2890,65,5.9,9.800959265,0.131814098,4.79E-19,0.131814098,0.001378421,0.131814098,3.460897843,1.812913357,,,
2936,59,5.95,9.798859203,0.230718637,-2.37E-18,0.230718637,-0.001610745,0.230718637,3.467756051,1.770852012,,,
2947,81,5.96,9.799877694,0.129144438,-1.51E-18,0.129144438,-0.000774888,0.129144438,3.469380136,1.908485019,,,
2963,75,5.98,9.801721306,0.094361543,5.50E-19,0.094361543,0.001173238,0.094361543,3.471731651,1.875061263,,,
2965,114,5.99,9.803110937,0.116974883,-1.05E-19,0.116974883,-0.003419117,0.116974883,3.472024698,2.056904851,,,
3043,182,6.08,9.799292934,0.066163283,3.82E-21,0.066163283,0.000536262,0.066163283,3.483301952,2.260071388,,,
3056,63,6.09,9.79858312,0.091990516,-4.41E-10,0.091990516,-7.21E-10,0.091990516,3.48515335,1.799340549,,,
3099,54,6.13,9.801732776,0.134781001,-8.11E-19,0.134781001,0.004275612,0.134781001,3.491221576,1.73239376,,,
3131,163,6.18,9.797661416,0.080055499,3.30E-20,0.080055499,0.000645246,0.080055499,3.495683068,2.212187604,,,
3163,85,6.21,9.80254424,0.111125569,-4.44E-11,0.111125569,-8.52E-10,0.111125569,3.500099192,1.929418926,,,
3188,6,6.25,9.800059455,0.038418874,-2.07E-19,0.038418874,-0.000495346,0.038418874,3.503518313,0.77815125,,,
3195,60,6.25,9.796164029,0.119557484,-5.55E-20,0.119557484,0.016999565,0.119557484,3.504470862,1.77815125,,,
3198,85,6.26,9.799780515,0.107841623,-1.11E-09,0.107841623,-2.42E-10,0.107841623,3.504878459,1.929418926,,,
3241,52,6.3,9.804756758,0.128393863,-3.16E-19,0.128393863,-0.012291187,0.128393863,3.510679031,1.716003344,,,
3313,79,6.38,9.800807433,0.09280671,-1.60E-10,0.09280671,-4.48E-10,0.09280671,3.520221436,1.897627091,,,
3342,85,6.42,9.796075638,0.124227979,-3.16E-19,0.124227979,0.004504493,0.124227979,3.524006446,1.929418926,,,
3397,73,6.48,9.804345297,0.145110827,5.85E-19,0.145110827,0.000834536,0.145110827,3.531095547,1.86332286,,,
3481,72,6.58,9.794590082,0.118935002,-2.61E-19,0.118935002,-0.007564061,0.118935002,3.541704023,1.857332496,,,
3491,115,6.6,9.800699331,0.094310082,-9.04E-10,0.094310082,-2.79E-10,0.094310082,3.542949849,2.06069784,,,
3531,69,6.64,9.799515464,0.119784775,-1.02E-18,0.119784775,0.003615512,0.119784775,3.547897718,1.838849091,,,
3701,92,6.84,9.800588418,0.083672569,9.44E-19,0.083672569,-0.003852891,0.083672569,3.568319085,1.963787827,,,
3798,73,6.95,9.796668433,0.122135042,-5.10E-19,0.122135042,0.007580615,0.122135042,3.57955496,1.86332286,,,
3798,75,6.94,9.800057945,0.192872414,-4.55E-19,0.192872414,0.00381724,0.192872414,3.57955496,1.875061263,,,
3865,107,7.03,9.799704718,0.083862196,-4.13E-10,0.083862196,2.55E-10,0.083862196,3.587149498,2.029383778,,,
3901,245,7.07,9.799825549,0.085943842,8.36E-11,0.085943842,-0.000919915,0.085943842,3.59117595,2.389166084,,,
4000,178,7.19,9.800905797,0.087128239,-3.04E-10,0.087128239,3.09E-10,0.087128239,3.602059991,2.250420002,,,
4132,89,7.34,9.799631996,0.066697708,1.18E-19,0.066697708,0.000715195,0.066697708,3.616160313,1.949390007,,,
4451,123,7.7,9.800711194,0.103340024,-8.76E-11,0.103340024,-1.19E-10,0.103340024,3.648457594,2.089905111,,,
4973,205,8.32,9.80018531,0.102177747,1.55E-10,0.102177747,4.08E-10,0.102177747,3.696618459,2.311753861,,,
5075,153,8.43,9.800436469,0.090978257,2.91E-11,0.090978257,5.86E-10,0.090978257,3.705436047,2.184691431,,,
